uid, format_version, puid, format, mimetype, size, creating_application_name, lastmodified, created, checksum_md5, lastmodified_fs, original, wellformed, valid, byteorder, title, charset, author, compression_scheme, pagecount, markupbasis, is_tagged, image_width, has_outline, markupBasisVersion, has_annotations, image_height, is_rightsmanaged, is_protected, has_forms, colorspace, YCbCrSubSampling, sampling_frequency_unit, sampling_frequency_x, sampling_frequency_y, bitspersample, samplesperpixel, lightsource, referenceBlackWhite, orientation, scanner_softwarename, linebreak, icc_profile_name, icc_profile_version, message, bit_depth, samplerate, channels, audio_dataencoding, offset, language, wordcount, charactercount, tablecount, graphicsCount, 
http://demo.roda-community.org/roda-core/get/roda:180/F2, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 3936613, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:06:35 CEST 2012, , 27b334329f278ff081090ee8fe0ea081, Mon Jul 02 11:06:35 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1280, , , , 1024, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:180/F3, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 2362725, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:06:40 CEST 2012, , 05076ac7704f640f99985c453d6612e2, Mon Jul 02 11:06:40 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1024, , , , 768, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:180/F4, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 2362725, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:06:46 CEST 2012, , a5ff0c853cced0486591d816883b3866, Mon Jul 02 11:06:46 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1024, , , , 768, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:180/F6, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 3936613, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:06:59 CEST 2012, , 32da09ac891f101c4ece597c78dddda3, Mon Jul 02 11:06:59 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1280, , , , 1024, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:180/F7, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 3936613, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:07:05 CEST 2012, , 381893750edd5068e73e2b376eb2429c, Mon Jul 02 11:07:05 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1280, , , , 1024, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:180/F5, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 3936613, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:06:52 CEST 2012, , d0201a7463803fb33daf13d14b000dbb, Mon Jul 02 11:06:52 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1280, , , , 1024, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:185/F0, , , Plain text, text/plain, 352, , , , f3d73401e938776dfb207f5477e3e629, Mon Jul 02 11:06:18 CEST 2012, true, , , , , ISO-8859-1, , , , , , , , , , , , , , , , , , , , , , , , , CR/LF, , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:180/F9, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 3936613, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:07:15 CEST 2012, , 3ac494d3bfd7605d9fe2b60532831ece, Mon Jul 02 11:07:15 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1280, , , , 1024, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F1, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 354781, , Mon Jul 02 11:04:12 CEST 2012, , c065ee24cbf6a1061e23cd6d84cf735f, Mon Jul 02 11:04:12 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:180/F8, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 2362725, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:07:10 CEST 2012, , 0654bed71f022eb8087f0c08d293fc79, Mon Jul 02 11:07:10 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1024, , , , 768, , , , RGB, , no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F0, 1.0, fmt/101, Extensible Markup Language, text/xml, 4824, , Mon Jul 02 11:04:10 CEST 2012, , e750a121ca877db1342df55e0dd583fa, Mon Jul 02 11:04:10 CEST 2012, true, true, true, , , UTF-8, , , , XML, , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F10, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 287969, , Mon Jul 02 11:04:16 CEST 2012, , 25c497fa5cbf54bdbd870ff70be43255, Mon Jul 02 11:04:16 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F11, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 315584, , Mon Jul 02 11:04:19 CEST 2012, , 7aec441548718a6761190e730cac5523, Mon Jul 02 11:04:19 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F13, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 314104, , Mon Jul 02 11:04:26 CEST 2012, , d681d863415e4ad9c8a76eaa1031c0ff, Mon Jul 02 11:04:26 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F14, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 264731, , Mon Jul 02 11:04:29 CEST 2012, , b0d22af9619d2d3378f46a0ded8416eb, Mon Jul 02 11:04:29 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F12, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 297470, , Mon Jul 02 11:04:22 CEST 2012, , 9bee80ee456afe8c859d9e43c5468e53, Mon Jul 02 11:04:22 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F15, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 151959, , Mon Jul 02 11:04:32 CEST 2012, , 8346aaa383623b5721ad5f1ab3c86384, Mon Jul 02 11:04:32 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 2 2, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F16, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 147149, , Mon Jul 02 11:04:36 CEST 2012, , c05a40690e02e333a71a4cf31012173e, Mon Jul 02 11:04:36 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 2 2, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F17, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 150958, , Mon Jul 02 11:04:39 CEST 2012, , 0331318fcc8b2c3bb9060d84718cc5dc, Mon Jul 02 11:04:39 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F18, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 355110, , Mon Jul 02 11:04:42 CEST 2012, , b0233fa09a0287cd158028ed76848720, Mon Jul 02 11:04:42 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F20, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 150728, , Mon Jul 02 11:04:52 CEST 2012, , 7404cbb3efb8db210e085dd0d65ee553, Mon Jul 02 11:04:52 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F2, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 299964, , Mon Jul 02 11:04:49 CEST 2012, , 81c82a1b6378689114935ca3ba94cd1e, Mon Jul 02 11:04:49 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F19, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 151959, , Mon Jul 02 11:04:45 CEST 2012, , 8346aaa383623b5721ad5f1ab3c86384, Mon Jul 02 11:04:45 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 2 2, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F22, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 153433, , Mon Jul 02 11:04:59 CEST 2012, , 5e51701d5ead9c54d07ebdec87f248f6, Mon Jul 02 11:04:59 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F23, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 153083, , Mon Jul 02 11:05:02 CEST 2012, , 42726d51a7e4233444f0c65fdbe93412, Mon Jul 02 11:05:02 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F21, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 151043, , Mon Jul 02 11:04:55 CEST 2012, , 94b4556058f0cb9603c2fd94a938f9bc, Mon Jul 02 11:04:55 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F25, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 100708, , Mon Jul 02 11:05:08 CEST 2012, , 6631ba43e98de57e660e9f90ceaedc83, Mon Jul 02 11:05:08 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 800, , , , 600, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F24, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 151119, , Mon Jul 02 11:05:05 CEST 2012, , e956568a6906e3d4d438bfc97b5903ae, Mon Jul 02 11:05:05 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F28, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 356939, , Mon Jul 02 11:05:18 CEST 2012, , 70d3050dd298e57fe4da2eea4e6e675d, Mon Jul 02 11:05:18 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F29, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 316370, , Mon Jul 02 11:05:21 CEST 2012, , 6f2e4f2bc7822b33f9b5c4dace317d6a, Mon Jul 02 11:05:21 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 2 2, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F27, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 153339, Cluster of kabangs on the water with sail of another in foreground., Mon Jul 02 11:05:14 CEST 2012, , cd9dcc7062bbca78d63160bfbe6343ca, Mon Jul 02 11:05:14 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F3, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 332479, , Mon Jul 02 11:05:24 CEST 2012, , ee6de124cf22d4409cfac0494c84abcf, Mon Jul 02 11:05:24 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F26, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 152248, , Mon Jul 02 11:05:11 CEST 2012, , 9ab218f3a1f561efae032fe74b700f23, Mon Jul 02 11:05:11 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F30, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 317821, , Mon Jul 02 11:05:29 CEST 2012, , 364fd5d38e9d31abd8f56874e4ef539f, Mon Jul 02 11:05:29 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:52/F0, 0, , CONFLICT, CONFLICT, 3900130, , Mon Jul 02 10:57:35 CEST 2012, , 31af531543f6952c13516600cac1dd7f, Mon Jul 02 10:57:35 CEST 2012, true, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F34, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 349064, , Mon Jul 02 11:05:42 CEST 2012, , b3a25b4e18825d1864ac553a057a5b8a, Mon Jul 02 11:05:42 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F32, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 357261, , Mon Jul 02 11:05:35 CEST 2012, , 8136025e454c14899c1eb876214eb25d, Mon Jul 02 11:05:35 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F31, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 274974, , Mon Jul 02 11:05:32 CEST 2012, , cfc2925e274e18eb8ede8be5dfa1c1f4, Mon Jul 02 11:05:32 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F33, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 355884, , Mon Jul 02 11:05:39 CEST 2012, , e4693ed2a7890b702059a985b0429c17, Mon Jul 02 11:05:39 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F35, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 279232, , Mon Jul 02 11:05:45 CEST 2012, , 9e77cfb09e26117a33881d92a33008f7, Mon Jul 02 11:05:45 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F36, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 356359, scanned on the 7100. retouched by nicole elliott, Mon Jul 02 11:05:49 CEST 2012, , d747d53785d79432d3e3a008acf97642, Mon Jul 02 11:05:49 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F38, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 340778, , Mon Jul 02 11:05:56 CEST 2012, , fcaca6df4b8f611c87df0bbb7c0368af, Mon Jul 02 11:05:56 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F37, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 269700, , Mon Jul 02 11:05:52 CEST 2012, , 331d570be49a2f7e37ce822d931f9e7c, Mon Jul 02 11:05:52 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F6, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 288829, , Mon Jul 02 11:06:05 CEST 2012, , 8b2ce1c59b647183e6c7d9630c322337, Mon Jul 02 11:06:05 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F5, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 150728, , Mon Jul 02 11:06:02 CEST 2012, , 7404cbb3efb8db210e085dd0d65ee553, Mon Jul 02 11:06:02 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1024, , , , 768, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F8, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 323321, , Mon Jul 02 11:06:12 CEST 2012, , 63e5dc35a8d3262cd2ce5a91e5318bdc, Mon Jul 02 11:06:12 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F9, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 277569, , Mon Jul 02 11:06:15 CEST 2012, , d42de7b269d06f6441e03d5f65efa985, Mon Jul 02 11:06:15 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F4, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 355110, , Mon Jul 02 11:05:59 CEST 2012, , b0233fa09a0287cd158028ed76848720, Mon Jul 02 11:05:59 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:224/F0, 1.4, fmt/18, Portable Document Format, application/pdf, 2582471, Adobe PDF Library 8.0/Adobe InDesign CS3 (5.0.4), Mon Jul 02 11:04:05 CEST 2012, Wed Aug 12 10:43:48 CEST 2009, 373fbd741ea02e2e2c8fafd270475f4b, Mon Jul 02 11:04:05 CEST 2012, true, true, true, , , , , , 84, , false, , false, , true, , false, false, false, , , , , , , , , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:21/F7, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 279677, , Mon Jul 02 11:06:08 CEST 2012, , a15d1397ebe5de2a61bb3b60ce76e71f, Mon Jul 02 11:06:08 CEST 2012, true, true, true, big endian, , , , JPEG (old-style), , , , 1280, , , , 1024, , , , YCbCr, 1 1, no absolute unit of measurement, 100.0, 100.0, 8 8 8, 3, unknown, , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:232/F0, 1.0, fmt/101, Extensible Markup Language, text/xml, 417, , Mon Jul 02 11:03:50 CEST 2012, , 90cb4aba8987c12e87f3f5f8810e2deb, Mon Jul 02 11:03:50 CEST 2012, true, true, true, , , UTF-8, , , , XML, , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:228/F0, 1.0, fmt/101, Extensible Markup Language, text/xml, 529, , Mon Jul 02 11:03:55 CEST 2012, , 5b4882ae77d979e5bf4e9155406f9bc8, Mon Jul 02 11:03:55 CEST 2012, true, true, true, , , UTF-8, , , , XML, , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:228/F1, 1.02, fmt/44, JPEG File Interchange Format, image/jpeg, 264409, , Mon Jul 02 11:03:58 CEST 2012, , 508d2feaf41ec2fc9a226b4a2704c31f, Mon Jul 02 11:03:58 CEST 2012, true, , , , , , , , , , , 1024, , , , 768, , , , , 1 1, in., 96.0, 96.0, 8 8 8, , , , , , , sRGB IEC61966-2.1, 2.1.0, , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:238/F0, 1.0, fmt/101, Extensible Markup Language, text/xml, 417, , Mon Jul 02 11:03:30 CEST 2012, , 90cb4aba8987c12e87f3f5f8810e2deb, Mon Jul 02 11:03:30 CEST 2012, false, true, true, , , UTF-8, , , , XML, , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:235/F1, CONFLICT, fmt/10, Tagged Image File Format, image/tiff, 2368498, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, Mon Jul 02 11:03:42 CEST 2012, , aba4f3586a1834ce54fc37ca9e3c19cb, Mon Jul 02 11:03:42 CEST 2012, false, true, true, little endian, , , , Uncompressed, , , , 1024, , , , 768, , , , RGB, , in., 96.0, 96.0, 8 8 8, 3, , 0.0 255.0 0.0 255.0 0.0 255.0, normal*, ImageMagick 6.4.5 2009-01-22 Q16 OpenMP http://www.imagemagick.org, , sRGB IEC61966-2.1, 2.1.0, , , , , , , , , , , , 
http://demo.roda-community.org/roda-core/get/roda:24/F0, 1.0, fmt/101, Extensible Markup Language, text/xml, 4824, , Mon Jul 02 11:00:03 CEST 2012, , e750a121ca877db1342df55e0dd583fa, Mon Jul 02 11:00:03 CEST 2012, false, true, true, , , UTF-8, , , , XML, , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
